time,amplitude
9.958850000000e-05,-3.953734236445e-11
9.958900000000e-05,-1.976907021965e-11
9.958950000000e-05,4.502549063914e-12
9.959000000000e-05,2.774878572310e-11
9.959050000000e-05,4.467442426749e-11
9.959100000000e-05,5.142395042054e-11
9.959150000000e-05,4.645980397193e-11
9.959200000000e-05,3.091263912697e-11
9.959250000000e-05,8.323802104095e-12
9.959300000000e-05,-1.616131966967e-11
9.959350000000e-05,-3.696533717041e-11
9.959400000000e-05,-4.934931571425e-11
9.959450000000e-05,-5.049225404998e-11
9.959500000000e-05,-4.013369271156e-11
9.959550000000e-05,-2.063306903184e-11
9.959600000000e-05,3.567707344851e-12
9.959650000000e-05,2.695604575752e-11
9.959700000000e-05,4.420436382225e-11
9.959750000000e-05,5.138364666651e-11
9.959800000000e-05,4.685844189647e-11
9.959850000000e-05,3.165941833001e-11
